Year,Trial,Cultivar,State,TMT,Rep,Orig_tmt,DOY,Spikes,Plants,Disease_Control,Response_ratio,tResponse_ratio,MOA,Treat
2005,12,Galena,Washington,12D,4,D,166,0.5,8,0.796747967,0.203252033,0.080356604,40,Treated
2005,12,Galena,Washington,12E,1,E,166,0.125,8,0.833333333,0.166666667,0.06694679,33_NC,Treated
2005,12,Galena,Washington,12E,2,E,166,0.25,8,0.690721649,0.309278351,0.117031987,33_NC,Treated
2005,12,Galena,Washington,12E,3,E,166,0.125,8,0.888888889,0.111111111,0.045757491,33_NC,Treated
2005,12,Galena,Washington,12E,4,E,166,0.25,8,0.898373984,0.101626016,0.042034184,33_NC,Treated
2005,12,Galena,Washington,12F,1,F,166,0,8,1,0,0,33_NC,Treated
2005,12,Galena,Washington,12F,2,F,166,0.25,8,0.690721649,0.309278351,0.117031987,33_NC,Treated
2005,12,Galena,Washington,12F,3,F,166,0.125,8,0.888888889,0.111111111,0.045757491,33_NC,Treated
2005,12,Galena,Washington,12F,4,F,166,0.25,8,0.898373984,0.101626016,0.042034184,33_NC,Treated
2005,12,Galena,Washington,12G,1,G,166,0.125,8,0.833333333,0.166666667,0.06694679,33,Treated
2005,12,Galena,Washington,12G,2,G,166,0.125,8,0.845360825,0.154639175,0.062446288,33,Treated
2005,12,Galena,Washington,12G,3,G,166,0,8,1,0,0,33,Treated
2005,12,Galena,Washington,12G,4,G,166,0,8,1,0,0,33,Treated
2006,13,Galena,Washington,13A,1,A,167,1.875,8,0,1,0.301029996,Non-treated,Non-treated
2006,13,Galena,Washington,13A,2,A,167,2.875,8,0,1,0.301029996,Non-treated,Non-treated
2006,13,Galena,Washington,13A,3,A,167,5.75,8,0,1,0.301029996,Non-treated,Non-treated
2006,13,Galena,Washington,13A,4,A,167,1.75,8,0,1,0.301029996,Non-treated,Non-treated
2006,13,Galena,Washington,13B,1,B,167,0.125,8,0.933333333,0.066666667,0.028028724,33,Treated
2006,13,Galena,Washington,13B,2,B,167,0.25,8,0.913043478,0.086956522,0.036212173,33,Treated
2006,13,Galena,Washington,13B,3,B,167,0,8,1,0,0,33,Treated
2006,13,Galena,Washington,13B,4,B,167,0.125,8,0.928571429,0.071428571,0.029963223,33,Treated
2006,13,Galena,Washington,13C,1,C,167,0,8,1,0,0,21,Treated
2006,13,Galena,Washington,13C,2,C,167,0.125,8,0.956521739,0.043478261,0.018483406,21,Treated
2006,13,Galena,Washington,13C,3,C,167,0.125,8,0.97826087,0.02173913,0.009340026,21,Treated
2006,13,Galena,Washington,13C,4,C,167,0.625,8,0.642857143,0.357142857,0.132625565,21,Treated
2006,13,Galena,Washington,13D,1,D,167,0.125,8,0.933333333,0.066666667,0.028028724,21,Treated
2006,13,Galena,Washington,13D,2,D,167,0.25,8,0.913043478,0.086956522,0.036212173,21,Treated
2006,13,Galena,Washington,13D,3,D,167,0,8,1,0,0,21,Treated
2006,13,Galena,Washington,13D,4,D,167,0,8,1,0,0,21,Treated
2006,13,Galena,Washington,13E,1,E,167,0.125,8,0.933333333,0.066666667,0.028028724,.,Treated
2006,13,Galena,Washington,13E,2,E,167,0.5,8,0.826086957,0.173913043,0.069635928,.,Treated
2006,13,Galena,Washington,13E,3,E,167,0,8,1,0,0,.,Treated
2006,13,Galena,Washington,13E,4,E,167,0.125,8,0.928571429,0.071428571,0.029963223,.,Treated
2006,13,Galena,Washington,13F,1,F,167,0.125,8,0.933333333,0.066666667,0.028028724,.,Treated
2006,13,Galena,Washington,13F,2,F,167,0.125,8,0.956521739,0.043478261,0.018483406,.,Treated
2006,13,Galena,Washington,13F,3,F,167,0.375,8,0.934782609,0.065217391,0.027438248,.,Treated
2006,13,Galena,Washington,13F,4,F,167,0,8,1,0,0,.,Treated
2006,13,Galena,Washington,13G,1,G,167,0,8,1,0,0,40_33,Treated
2006,13,Galena,Washington,13G,2,G,167,0.25,8,0.913043478,0.086956522,0.036212173,40_33,Treated
2006,13,Galena,Washington,13G,3,G,167,0.25,8,0.956521739,0.043478261,0.018483406,40_33,Treated
2006,13,Galena,Washington,13G,4,G,167,0,8,1,0,0,40_33,Treated
2007,14,Galena,Washington,14A,1,A,163,0.125,8,0,1,0.301029996,Non-treated,Non-treated
2007,14,Galena,Washington,14A,2,A,163,0.42857,8,0,1,0.301029996,Non-treated,Non-treated
2007,14,Galena,Washington,14A,3,A,163,0.25,8,0,1,0.301029996,Non-treated,Non-treated
2007,14,Galena,Washington,14A,4,A,163,1,8,0,1,0.301029996,Non-treated,Non-treated
2007,14,Galena,Washington,14B,1,B,163,0,8,1,0,0,33,Treated
2007,14,Galena,Washington,14B,2,B,163,0,8,1,0,0,33,Treated
2007,14,Galena,Washington,14B,3,B,163,0,8,1,0,0,33,Treated
2007,14,Galena,Washington,14B,4,B,163,0.125,8,0.875,0.125,0.051152522,33,Treated
2007,14,Galena,Washington,14C,1,C,163,0.25,8,-1,2,0.477121255,43,Treated
2007,14,Galena,Washington,14C,2,C,163,0.14286,8,0.666658889,0.333341111,0.12494127,43,Treated
2007,14,Galena,Washington,14C,3,C,163,0.14286,8,0.42856,0.57144,0.196297804,43,Treated
2007,14,Galena,Washington,14C,4,C,163,0.125,8,0.875,0.125,0.051152522,43,Treated
2007,14,Galena,Washington,14D,1,D,163,0.375,8,-2,3,0.602059991,43,Treated
2007,14,Galena,Washington,14D,2,D,163,0.14286,8,0.666658889,0.333341111,0.12494127,43,Treated
2007,14,Galena,Washington,14D,3,D,163,0,8,1,0,0,43,Treated
2007,14,Galena,Washington,14D,4,D,163,0.375,8,0.625,0.375,0.138302698,43,Treated
2007,14,Galena,Washington,14E,1,E,163,0,8,1,0,0,43,Treated
2007,14,Galena,Washington,14E,2,E,163,0,8,1,0,0,43,Treated
2007,14,Galena,Washington,14E,3,E,163,0,8,1,0,0,43,Treated
2007,14,Galena,Washington,14E,4,E,163,0.125,8,0.875,0.125,0.051152522,43,Treated
2007,14,Galena,Washington,14F,1,F,163,0.125,8,0,1,0.301029996,43,Treated
2007,14,Galena,Washington,14F,2,F,163,0,8,1,0,0,43,Treated
2007,14,Galena,Washington,14F,3,F,163,0,8,1,0,0,43,Treated
2007,14,Galena,Washington,14F,4,F,163,0,8,1,0,0,43,Treated
2007,14,Galena,Washington,14G,1,G,163,0.375,8,-2,3,0.602059991,43_33,Treated
2007,14,Galena,Washington,14G,2,G,163,0,8,1,0,0,43_33,Treated
2007,14,Galena,Washington,14G,3,G,163,0,8,1,0,0,43_33,Treated
2007,14,Galena,Washington,14G,4,G,163,0,8,1,0,0,43_33,Treated
2007,14,Galena,Washington,14H,1,H,163,0.14286,8,-0.14288,1.14288,0.330997851,40,Treated
2007,14,Galena,Washington,14H,2,H,163,0,8,1,0,0,40,Treated
2007,14,Galena,Washington,14H,3,H,163,0,8,1,0,0,40,Treated
2007,14,Galena,Washington,14H,4,H,163,0,8,1,0,0,40,Treated
2007,14,Galena,Washington,14I,1,I,163,0,8,1,0,0,21,Treated
2007,14,Galena,Washington,14I,2,I,163,0,8,1,0,0,21,Treated
2007,14,Galena,Washington,14I,3,I,163,0.14286,8,0.42856,0.57144,0.196297804,21,Treated
2007,14,Galena,Washington,14I,4,I,163,0.125,8,0.875,0.125,0.051152522,21,Treated
2007,14,Galena,Washington,14J,1,J,163,0.375,8,-2,3,0.602059991,11,Treated
2007,14,Galena,Washington,14J,2,J,163,0,8,1,0,0,11,Treated
2007,14,Galena,Washington,14J,3,J,163,0,8,1,0,0,11,Treated
2007,14,Galena,Washington,14J,4,J,163,0.25,8,0.75,0.25,0.096910013,11,Treated
2007,15,Nugget,Oregon,15A,1,A,152,29,6,0,1,0.301029996,Non-treated,Non-treated
2007,15,Nugget,Oregon,15A,2,A,152,46.3333,6,0,1,0.301029996,Non-treated,Non-treated
2007,15,Nugget,Oregon,15A,3,A,152,14.5,6,0,1,0.301029996,Non-treated,Non-treated
2007,15,Nugget,Oregon,15B,1,B,152,0.1666,6,0.994255172,0.005744828,0.002487808,.,Treated
2007,15,Nugget,Oregon,15B,2,B,152,1,6,0.978417251,0.021582749,0.009273551,.,Treated
2007,15,Nugget,Oregon,15B,3,B,152,3.6666,6,0.747131034,0.252868966,0.097905652,.,Treated
2007,15,Nugget,Oregon,15C,1,C,152,2.5,6,0.913793103,0.086206897,0.035912556,.,Treated
2007,15,Nugget,Oregon,15C,2,C,152,0.2,6,0.99568345,0.00431655,0.001870619,.,Treated
2007,15,Nugget,Oregon,15C,3,C,152,3.6666,6,0.747131034,0.252868966,0.097905652,.,Treated
2007,15,Nugget,Oregon,15D,1,D,152,0,6,1,0,0,.,Treated
2007,15,Nugget,Oregon,15D,2,D,152,0.25,6,0.994604313,0.005395687,0.002337018,.,Treated
2007,15,Nugget,Oregon,15D,3,D,152,0.75,6,0.948275862,0.051724138,0.021901841,.,Treated
2007,15,Nugget,Oregon,15E,1,E,152,2.6666,6,0.908048276,0.091951724,0.038203438,.,Treated
2007,15,Nugget,Oregon,15E,2,E,152,1.8333,6,0.960432346,0.039567654,0.016852758,.,Treated
2007,15,Nugget,Oregon,15E,3,E,152,0.5,6,0.965517241,0.034482759,0.014723257,.,Treated
2008,16,Nugget,Oregon,16A,2,A,164,8.75,4,0,1,0.301029996,Non-treated,Non-treated
2008,16,Nugget,Oregon,16A,3,A,164,4.5,4,0,1,0.301029996,Non-treated,Non-treated
2008,16,Nugget,Oregon,16B,2,B,164,0,4,1,0,0,.,Treated
2008,16,Nugget,Oregon,16B,3,B,164,0,4,1,0,0,.,Treated
2008,16,Nugget,Oregon,16C,2,C,164,0,4,1,0,0,.,Treated
2008,16,Nugget,Oregon,16C,3,C,164,0.75,4,0.833333333,0.166666667,0.06694679,.,Treated
2008,16,Nugget,Oregon,16D,2,D,164,0.3333,3,0.961908571,0.038091429,0.016235605,.,Treated
2008,16,Nugget,Oregon,16D,3,D,164,0,4,1,0,0,.,Treated
2008,16,Nugget,Oregon,16E,2,E,164,0,4,1,0,0,.,Treated
2008,16,Nugget,Oregon,16E,3,E,164,0,4,1,0,0,.,Treated
2008,17,Galena,Washington,17A,1,A,162,1.1111,9,0,1,0.301029996,Non-treated,Non-treated
2008,17,Galena,Washington,17A,2,A,162,1.4444,9,0,1,0.301029996,Non-treated,Non-treated
2008,17,Galena,Washington,17A,3,A,162,1.2,9,0,1,0.301029996,Non-treated,Non-treated
2008,17,Galena,Washington,17A,4,A,162,1.8,9,0,1,0.301029996,Non-treated,Non-treated
2008,17,Galena,Washington,17B,1,B,162,0,9,1,0,0,33,Treated
2008,17,Galena,Washington,17B,2,B,162,0,9,1,0,0,33,Treated
2008,17,Galena,Washington,17B,3,B,162,0,9,1,0,0,33,Treated
2008,17,Galena,Washington,17B,4,B,162,1.1111,9,0.382722222,0.617277778,0.208784619,33,Treated
2008,17,Galena,Washington,17C,1,C,162,0.1111,9,0.900009,0.099991,0.041389132,40,Treated
2008,17,Galena,Washington,17C,2,C,162,0.1111,9,0.923082249,0.076917751,0.032182536,40,Treated
2008,17,Galena,Washington,17C,3,C,162,0,9,1,0,0,40,Treated
2008,17,Galena,Washington,17C,4,C,162,0.3333,9,0.814833333,0.185166667,0.073779428,40,Treated
2008,17,Galena,Washington,17D,1,D,162,0,9,1,0,0,40,Treated
2008,17,Galena,Washington,17D,2,D,162,0.1111,9,0.923082249,0.076917751,0.032182536,40,Treated
2008,17,Galena,Washington,17D,3,D,162,0.6666,9,0.4445,0.5555,0.191870015,40,Treated
2008,17,Galena,Washington,17D,4,D,162,0.5555,9,0.691388889,0.308611111,0.116810603,40,Treated
2008,17,Galena,Washington,17E,1,E,162,0.2222,9,0.800018,0.199982,0.079174732,21,Treated
2008,17,Galena,Washington,17E,2,E,162,0.125,9,0.913458876,0.086541124,0.036046168,21,Treated
2008,17,Galena,Washington,17E,3,E,162,0.2222,9,0.814833333,0.185166667,0.073779428,21,Treated
2008,17,Galena,Washington,17E,4,E,162,1.1111,9,0.382722222,0.617277778,0.208784619,21,Treated
2008,17,Galena,Washington,17F,1,F,162,0,9,1,0,0,11,Treated
2008,17,Galena,Washington,17F,2,F,162,0.4444,9,0.692328995,0.307671005,0.116498494,11,Treated
2008,17,Galena,Washington,17F,3,F,162,0,9,1,0,0,11,Treated
2008,17,Galena,Washington,17F,4,F,162,0.5555,9,0.691388889,0.308611111,0.116810603,11,Treated
2008,17,Galena,Washington,17G,1,G,162,1.3333,9,-0.199982,1.199982,0.342419127,11_7,Treated
2008,17,Galena,Washington,17G,2,G,162,0.1111,9,0.923082249,0.076917751,0.032182536,11_7,Treated
2008,17,Galena,Washington,17G,3,G,162,0.1111,9,0.907416667,0.092583333,0.038454571,11_7,Treated
2008,17,Galena,Washington,17G,4,G,162,0.875,9,0.513888889,0.486111111,0.172051281,11_7,Treated
2008,17,Galena,Washington,17H,1,H,162,0.7777,9,0.300063001,0.699936999,0.230432826,40,Treated
2008,17,Galena,Washington,17H,2,H,162,0.5555,9,0.615411243,0.384588757,0.141320801,40,Treated
2008,17,Galena,Washington,17H,3,H,162,0,9,1,0,0,40,Treated
2008,17,Galena,Washington,17H,4,H,162,1.3333,9,0.259277778,0.740722222,0.240729474,40,Treated
2009,18,Galena,Washington,18C,1,C,161,0,9,1,0,0,33,Treated
2009,18,Galena,Washington,18C,2,C,161,0.3333,9,0.860476798,0.139523202,0.056723172,33,Treated
2009,18,Galena,Washington,18C,3,C,161,0.25,9,0.908956827,0.091043173,0.037841936,33,Treated
2009,18,Galena,Washington,18C,4,C,161,0.1666,9,0.874392129,0.125607871,0.051387121,33,Treated
2009,18,Galena,Washington,18D,1,D,161,0,9,1,0,0,40,Treated
2009,18,Galena,Washington,18D,2,D,161,0,9,1,0,0,40,Treated
2009,18,Galena,Washington,18D,3,D,161,0.2222,9,0.919080828,0.080919172,0.03379322,40,Treated
2009,18,Galena,Washington,18D,4,D,161,0.2222,9,0.832472575,0.167527425,0.067267091,40,Treated
2009,18,Galena,Washington,18E,1,E,161,0.1111,9,0.916672917,0.083327083,0.034759601,21,Treated
2009,18,Galena,Washington,18E,2,E,161,0.3333,9,0.860476798,0.139523202,0.056723172,21,Treated
2009,18,Galena,Washington,18E,3,E,161,0.3333,9,0.878621242,0.121378758,0.049752325,21,Treated
2009,18,Galena,Washington,18E,4,E,161,0,9,1,0,0,21,Treated
2009,18,Galena,Washington,18F,1,F,161,0,9,1,0,0,22,Treated
2009,18,Galena,Washington,18F,2,F,161,0.4444,9,0.813969065,0.186030935,0.074096017,22,Treated
2009,18,Galena,Washington,18F,3,F,161,0.1111,9,0.959540414,0.040459586,0.017225216,22,Treated
2009,18,Galena,Washington,18F,4,F,161,0,9,1,0,0,22,Treated
2010,19,Galena,Washington,19C,1,C,158,0.7142,7,0.94872384,0.05127616,0.021716816,33,Treated
2010,19,Galena,Washington,19C,2,C,158,0,7,1,0,0,33,Treated
2010,19,Galena,Washington,19C,3,C,158,0.2,7,0.989891664,0.010108336,0.004367955,33,Treated
2010,19,Galena,Washington,19C,4,C,158,0,7,1,0,0,33,Treated
2010,19,Galena,Washington,19D,1,D,158,5.5714,7,0.6,0.4,0.146128036,45_40,Treated
2010,19,Galena,Washington,19D,2,D,158,0,7,1,0,0,45_40,Treated
2010,19,Galena,Washington,19D,3,D,158,0.5714,7,0.971120484,0.028879516,0.012364521,45_40,Treated
2010,19,Galena,Washington,19D,4,D,158,1.5714,7,0.887756742,0.112243258,0.046199782,45_40,Treated
2010,19,Galena,Washington,19E,1,E,158,1.3333,7,0.904275407,0.095724593,0.039701409,45_40,Treated
2010,19,Galena,Washington,19E,2,E,158,0.4285,7,0.97465202,0.02534798,0.01087128,45_40,Treated
2010,19,Galena,Washington,19E,3,E,158,0.1428,7,0.992782648,0.007217352,0.003123199,45_40,Treated
2010,19,Galena,Washington,19E,4,E,158,0.5714,7,0.959185569,0.040814431,0.017373305,45_40,Treated
2010,19,Galena,Washington,19F,1,F,158,0,7,1,0,0,.,Treated
2010,19,Galena,Washington,19F,2,F,158,0.1428,7,0.991552645,0.008447355,0.003653231,.,Treated
2010,19,Galena,Washington,19F,3,F,158,0.4285,7,0.97834289,0.02165711,0.009305162,.,Treated
2010,19,Galena,Washington,19F,4,F,158,0,7,1,0,0,.,Treated
2010,19,Galena,Washington,19G,1,G,158,0.2857,7,0.9794881,0.0205119,0.008818073,.,Treated
2010,19,Galena,Washington,19G,2,G,158,0.2857,7,0.983099375,0.016900625,0.007278514,.,Treated
2010,19,Galena,Washington,19G,3,G,158,0,7,1,0,0,.,Treated
2010,19,Galena,Washington,19G,4,G,158,0,7,1,0,0,.,Treated
2010,19,Galena,Washington,19H,1,H,158,0,7,1,0,0,.,Treated
2010,19,Galena,Washington,19H,2,H,158,0.1428,7,0.991552645,0.008447355,0.003653231,.,Treated
2010,19,Galena,Washington,19H,3,H,158,0,7,1,0,0,.,Treated
2010,19,Galena,Washington,19H,4,H,158,0,7,1,0,0,.,Treated
2010,19,Galena,Washington,19I,1,I,158,0.8571,7,0.9384643,0.0615357,0.025934604,.,Treated
2010,19,Galena,Washington,19I,2,I,158,0.1428,7,0.991552645,0.008447355,0.003653231,.,Treated
2010,19,Galena,Washington,19I,3,I,158,0,7,1,0,0,.,Treated
2010,19,Galena,Washington,19I,4,I,158,0,7,1,0,0,.,Treated
2010,19,Galena,Washington,19J,1,J,158,0.4285,7,0.96923574,0.03076426,0.013159352,.,Treated
2010,19,Galena,Washington,19J,2,J,158,0,7,1,0,0,.,Treated
2010,19,Galena,Washington,19J,3,J,158,0.2857,7,0.985560242,0.014439758,0.006226262,.,Treated
2010,19,Galena,Washington,19J,4,J,158,0,7,1,0,0,.,Treated
2010,19,Galena,Washington,19K,1,K,158,0.2857,7,0.9794881,0.0205119,0.008818073,40,Treated
2010,19,Galena,Washington,19K,2,K,158,0.5714,7,0.966198749,0.033801251,0.014437053,40,Treated
2010,19,Galena,Washington,19K,3,K,158,1,7,0.94945832,0.05054168,0.021413288,40,Treated
2010,19,Galena,Washington,19K,4,K,158,0,7,1,0,0,40,Treated
2011,20,Galena,Washington,20A,1,A,160/161,1.8333,7,0,1,0.301029996,Non-treated,Non-treated
2011,20,Galena,Washington,20A,2,A,160/161,2,7,0,1,0.301029996,Non-treated,Non-treated
2011,20,Galena,Washington,20A,3,A,160/161,2.1428,7,0,1,0.301029996,Non-treated,Non-treated
2011,20,Galena,Washington,20A,4,A,160/161,2.6,7,0,1,0.301029996,Non-treated,Non-treated
2011,20,Galena,Washington,20B,1,B,160/161,1,7,0.454535537,0.545464463,0.189059023,33,Treated
2011,20,Galena,Washington,20B,2,B,160/161,0.8571,7,0.57145,0.42855,0.154895446,33,Treated
2011,20,Galena,Washington,20B,3,B,160/161,0.5714,7,0.733339556,0.266660444,0.102660208,33,Treated
2011,20,Galena,Washington,20B,4,B,160/161,0.5714,7,0.780230769,0.219769231,0.086277674,33,Treated
2011,20,Galena,Washington,20C,1,C,160/161,0.4,7,0.781814215,0.218185785,0.085713527,43,Treated
2011,20,Galena,Washington,20C,2,C,160/161,0.2857,7,0.85715,0.14285,0.057989233,43,Treated
2011,20,Galena,Washington,20C,3,C,160/161,0.1428,7,0.933358223,0.066641777,0.02801859,43,Treated
2011,20,Galena,Washington,20C,4,C,160/161,0.1428,7,0.945076923,0.054923077,0.023220793,43,Treated
2011,20,Galena,Washington,20D,1,D,160/161,0.3333,7,0.818196694,0.181803306,0.072545201,43,Treated
2011,20,Galena,Washington,20D,2,D,160/161,0.2857,7,0.85715,0.14285,0.057989233,43,Treated
2011,20,Galena,Washington,20D,3,D,160/161,0.5714,7,0.733339556,0.266660444,0.102660208,43,Treated
2011,20,Galena,Washington,20D,4,D,160/161,0.1666,7,0.935923077,0.064076923,0.026973025,43,Treated
2011,20,Galena,Washington,20E,1,E,160/161,0.25,7,0.863633884,0.136366116,0.055518276,.,Treated
2011,20,Galena,Washington,20E,2,E,160/161,0.8571,7,0.57145,0.42855,0.154895446,.,Treated
2011,20,Galena,Washington,20E,3,E,160/161,0.25,7,0.883330222,0.116669778,0.047924762,.,Treated
2011,20,Galena,Washington,20E,4,E,160/161,0.4285,7,0.835192308,0.164807692,0.06625423,.,Treated
2011,20,Galena,Washington,20F,1,F,160/161,0.4,7,0.781814215,0.218185785,0.085713527,.,Treated
2011,20,Galena,Washington,20F,2,F,160/161,2,7,0,1,0.301029996,.,Treated
2011,20,Galena,Washington,20F,3,F,160/161,0.6,7,0.719992533,0.280007467,0.107212503,.,Treated
2011,20,Galena,Washington,20F,4,F,160/161,0.5,7,0.807692308,0.192307692,0.076388346,.,Treated
2011,20,Galena,Washington,20G,1,G,160/161,0.5,7,0.727267769,0.272732231,0.104737042,.,Treated
2011,20,Galena,Washington,20G,2,G,160/161,0.1428,7,0.9286,0.0714,0.029951642,.,Treated
2011,20,Galena,Washington,20G,3,G,160/161,0.5,7,0.766660444,0.233339556,0.091082661,.,Treated
2011,20,Galena,Washington,20G,4,G,160/161,0.5714,7,0.780230769,0.219769231,0.086277674,.,Treated
2011,20,Galena,Washington,20H,1,H,160/161,0.4,7,0.781814215,0.218185785,0.085713527,39,Treated
2011,20,Galena,Washington,20H,2,H,160/161,0.7142,7,0.6429,0.3571,0.13261185,39,Treated
2011,20,Galena,Washington,20H,3,H,160/161,0.7142,7,0.666697779,0.333302221,0.124928603,39,Treated
2011,20,Galena,Washington,20H,4,H,160/161,1.5,7,0.423076923,0.576923077,0.197810509,39,Treated
2011,20,Galena,Washington,20I,1,I,160/161,0.2857,7,0.844160803,0.155839197,0.062897418,PO5,Treated
2011,20,Galena,Washington,20I,2,I,160/161,0.5714,7,0.7143,0.2857,0.109139644,PO5,Treated
2011,20,Galena,Washington,20I,3,I,160/161,0.2,7,0.906664178,0.093335822,0.038753578,PO5,Treated
2011,20,Galena,Washington,20I,4,I,160/161,0.4285,7,0.835192308,0.164807692,0.06625423,PO5,Treated
2011,20,Galena,Washington,20J,1,J,160/161,1.1666,7,0.363661157,0.636338843,0.21387324,33_PO5,Treated
2011,20,Galena,Washington,20J,2,J,160/161,0.8571,7,0.57145,0.42855,0.154895446,33_PO5,Treated
2011,20,Galena,Washington,20J,3,J,160/161,0.2857,7,0.866669778,0.133330222,0.05435647,33_PO5,Treated
2011,20,Galena,Washington,20J,4,J,160/161,0.1428,7,0.945076923,0.054923077,0.023220793,33_PO5,Treated
2011,20,Galena,Washington,20K,1,K,160/161,0.6666,7,0.636393389,0.363606611,0.134689098,.,Treated
2011,20,Galena,Washington,20K,2,K,160/161,0.8571,7,0.57145,0.42855,0.154895446,.,Treated
2011,20,Galena,Washington,20K,3,K,160/161,0.5,7,0.766660444,0.233339556,0.091082661,.,Treated
2011,20,Galena,Washington,20K,4,K,160/161,3.8571,7,-0.4835,1.4835,0.395064164,.,Treated
2012,21,Galena,Washington,21A,1,A,162,24.85714286,7,0,1,0.301029996,Non-treated,Non-treated
2012,21,Galena,Washington,21A,2,A,162,25.42857143,7,0,1,0.301029996,Non-treated,Non-treated
2012,21,Galena,Washington,21A,3,A,162,35.85714286,7,0,1,0.301029996,Non-treated,Non-treated
2012,21,Galena,Washington,21A,4,A,162,19,7,0,1,0.301029996,Non-treated,Non-treated
2012,21,Galena,Washington,21B,1,B,162,38.14285714,7,-0.534482759,1.534482759,0.403889341,NC,Treated
2012,21,Galena,Washington,21B,2,B,162,20,7,0.213483146,0.786516854,0.252007118,NC,Treated
2012,21,Galena,Washington,21B,3,B,162,31.42857143,7,0.123505976,0.876494024,0.273347186,NC,Treated
2012,21,Galena,Washington,21B,4,B,162,25.6,7,-0.347368421,1.347368421,0.370581258,NC,Treated
2012,21,Galena,Washington,21C,1,C,162,2.285714286,7,0.908045977,0.091954023,0.038204353,39,Treated
2012,21,Galena,Washington,21C,2,C,162,1.857142857,7,0.926966292,0.073033708,0.030613365,39,Treated
2012,21,Galena,Washington,21C,3,C,162,1.714285714,7,0.952191235,0.047808765,0.020282027,39,Treated
2012,21,Galena,Washington,21C,4,C,162,15.57142857,7,0.180451128,0.819548872,0.259963725,39,Treated
2012,21,Galena,Washington,21D,1,D,162,1.714285714,7,0.931034483,0.068965517,0.028963696,.,Treated
2012,21,Galena,Washington,21D,2,D,162,3.285714286,7,0.870786517,0.129213483,0.052776055,.,Treated
2012,21,Galena,Washington,21D,3,D,162,6.571428571,7,0.816733068,0.183266932,0.073082728,.,Treated
2012,21,Galena,Washington,21D,4,D,162,1.857142857,7,0.902255639,0.097744361,0.040501215,.,Treated
2012,21,Galena,Washington,21E,1,E,162,2.142857143,7,0.913793103,0.086206897,0.035912556,33,Treated
2012,21,Galena,Washington,21E,2,E,162,4.857142857,7,0.808988764,0.191011236,0.075915859,33,Treated
2012,21,Galena,Washington,21E,3,E,162,1.166666667,7,0.967463479,0.032536521,0.013905422,33,Treated
2012,21,Galena,Washington,21E,4,E,162,1.142857143,7,0.939849624,0.060150376,0.025367472,33,Treated
2014,23,Galena,Washington,23A,1,A,163,29.875,8,0,1,0.301029996,Non-treated,Non-treated
2014,23,Galena,Washington,23A,2,A,163,48.75,8,0,1,0.301029996,Non-treated,Non-treated
2014,23,Galena,Washington,23A,3,A,163,37,8,0,1,0.301029996,Non-treated,Non-treated
2014,23,Galena,Washington,23A,4,A,163,88.75,8,0,1,0.301029996,Non-treated,Non-treated
2014,23,Galena,Washington,23B,1,B,163,32.1428,8,-0.075909623,1.075909623,0.317208442,.,Treated
2014,23,Galena,Washington,23B,2,B,163,35.2857,8,0.276190769,0.723809231,0.236489202,.,Treated
2014,23,Galena,Washington,23B,3,B,163,57.5714,8,-0.555983784,1.555983784,0.407558094,.,Treated
2014,23,Galena,Washington,23B,4,B,163,31.8,8,0.641690141,0.358309859,0.132998853,.,Treated
2014,23,Galena,Washington,23C,1,C,163,43.3333,8,-0.450487029,1.450487029,0.389252408,.,Treated
2014,23,Galena,Washington,23C,2,C,163,36.4,8,0.253333333,0.746666667,0.242210032,.,Treated
2014,23,Galena,Washington,23C,3,C,163,35.1666,8,0.049551351,0.950448649,0.290134521,.,Treated
2014,23,Galena,Washington,23C,4,C,163,40.125,8,0.547887324,0.452112676,0.162000317,.,Treated
2014,23,Galena,Washington,23D,1,D,163,37.875,8,-0.267782427,1.267782427,0.355601386,.,Treated
2014,23,Galena,Washington,23D,2,D,163,38.6666,8,0.206838974,0.793161026,0.253619291,.,Treated
2014,23,Galena,Washington,23D,3,D,163,33.125,8,0.10472973,0.89527027,0.27767115,.,Treated
2014,23,Galena,Washington,23D,4,D,163,34.875,8,0.607042254,0.392957746,0.143937943,.,Treated
2014,23,Galena,Washington,23E,1,E,163,26.5714,8,0.110580753,0.889419247,0.276328335,43,Treated
2014,23,Galena,Washington,23E,2,E,163,41.4285,8,0.150184615,0.849815385,0.267128387,43,Treated
2014,23,Galena,Washington,23E,3,E,163,29.25,8,0.209459459,0.790540541,0.252984159,43,Treated
2014,23,Galena,Washington,23E,4,E,163,33.4285,8,0.623340845,0.376659155,0.138826427,43,Treated
2014,23,Galena,Washington,23F,1,F,163,35,8,-0.171548117,1.171548117,0.336769457,22,Treated
2014,23,Galena,Washington,23F,2,F,163,27.8333,8,0.429060513,0.570939487,0.196159456,22,Treated
2014,23,Galena,Washington,23F,3,F,163,33.625,8,0.091216216,0.908783784,0.280756737,22,Treated
2014,23,Galena,Washington,23F,4,F,163,30.125,8,0.66056338,0.33943662,0.126922168,22,Treated
2014,23,Galena,Washington,23G,1,G,163,16.8,8,0.437656904,0.562343096,0.193776413,.,Treated
2014,23,Galena,Washington,23G,2,G,163,31.5,8,0.353846154,0.646153846,0.216470421,.,Treated
2014,23,Galena,Washington,23G,3,G,163,20.2857,8,0.451737838,0.548262162,0.1898445,.,Treated
2014,23,Galena,Washington,23G,4,G,163,20.8571,8,0.764990423,0.235009577,0.091670325,.,Treated
